timestamp,lidar_pose.x,lidar_pose.y,lidar_pose.z,lidar_pose.roll,lidar_pose.pitch,lidar_pose.yaw
1509348802.865281105,-1.1983402967,4.9265432358,1.8600077629,-0.0561020540,-0.0503642531,0.3409771932
1509348802.965332031,-1.3134778738,5.0459389687,1.8152805567,-0.0556598895,-0.0560676972,0.3613966903
1509348803.065515041,-1.2745046616,5.1509346962,1.8204060793,-0.0675839554,-0.0636999178,0.3931434259
1509348803.165493965,-1.2811496258,5.2626719475,1.8009057045,-0.0698118793,-0.0663450113,0.3982425778
1509348803.265611887,-1.3428099155,5.3870844841,1.8098661900,-0.0561120731,-0.0738424255,0.3917445707
1509348803.365637064,-1.4037773609,5.4474205971,1.8196890354,-0.0141999688,-0.0809664024,0.3834265168
1509348803.465761900,-1.4599183798,5.6189074516,1.7849432230,-0.0209571010,-0.0748243001,0.3726678176
1509348803.565879107,-1.5158338547,5.7553219795,1.7577961683,-0.0609262801,-0.0615355001,0.3750827128
1509348803.665925026,-1.5777536631,5.8773703575,1.7754615545,-0.0937893853,-0.0470033490,0.3817507575
1509348803.765966892,-1.5960459709,5.9821119308,1.7699702978,-0.1022467484,-0.0360087895,0.3780632600
1509348803.866056919,-1.6265338659,6.1325268745,1.7991119623,-0.0754487010,-0.0228279165,0.3640166077
1509348803.966177940,-1.6930760145,6.2627582550,1.7960762978,-0.0559490195,-0.0130458368,0.3672635744
1509348804.066250086,-1.8435381651,6.3790445328,1.7953394651,-0.0764376839,-0.0149042330,0.3893814712
1509348804.166388035,-1.8142794371,6.5119609833,1.8006086349,-0.0970884066,-0.0202096063,0.4152617193
1509348804.266397953,-1.8820790052,6.6480450630,1.7816859484,-0.1105277360,-0.0301272676,0.4224169426
1509348804.366594076,-1.9895335436,6.7613973618,1.8243403435,-0.0919221513,-0.0463721741,0.4402767932
1509348804.466598034,-1.9677264690,6.7986383438,1.8290950060,-0.0587981648,-0.0572514360,0.4335075616
1509348804.566703081,-2.0322234631,6.9424724579,1.8077270985,-0.0710783286,-0.0581925745,0.4242463633
1509348804.666783094,-2.1124246120,7.0916757584,1.7865127325,-0.0996062813,-0.0486628579,0.4238189898
1509348804.767123938,-2.1544442177,7.1948165894,1.7809581757,-0.1210626708,-0.0376186630,0.4294589421
1509348804.866975069,-2.1475214958,7.2739500999,1.7764278650,-0.1099599596,-0.0230098865,0.4136980370
1509348804.967046976,-2.1907660961,7.3856091499,1.8115581274,-0.0654045218,-0.0083747670,0.3842852059
1509348805.067128897,-2.2472114563,7.5799574852,1.8232786655,-0.0589348696,-0.0123916802,0.3748155907
1509348805.167275906,-2.3736565113,7.6841268539,1.8214967251,-0.0829806452,-0.0246931761,0.3930467543
1509348805.267266035,-2.3827822208,7.8080329895,1.8132649660,-0.0987995912,-0.0317023857,0.4070466223
1509348805.367392063,-2.4414799213,7.9195938110,1.7937624454,-0.1109344471,-0.0385067761,0.4127049889
1509348805.467473984,-2.5090596676,8.0127611160,1.8288280964,-0.0918170341,-0.0510876856,0.4114363302
1509348805.567589998,-2.5464341640,8.0768585205,1.8386667967,-0.0444494750,-0.0730084607,0.3842560086
1509348805.667676926,-2.6222460270,8.2478094101,1.8098546267,-0.0580843417,-0.0777698520,0.3772466162
1509348805.767730951,-2.7068657875,8.3729839325,1.7976467609,-0.0911001658,-0.0691451989,0.3846400083
1509348805.867824078,-2.7554986477,8.5082044601,1.7901102304,-0.1183138023,-0.0603647815,0.3985209364
1509348805.967916012,-2.7679824829,8.5677251816,1.7786105871,-0.1233494113,-0.0514560967,0.3977828580
1509348806.067958117,-2.8057425022,8.7099361420,1.7963575125,-0.0758223393,-0.0464030896,0.3734679216
1509348806.168180943,-2.8690488338,8.8763103485,1.8217625618,-0.0579399395,-0.0500322389,0.3714052181
1509348806.268086910,-3.0207266808,8.9846191406,1.8232742548,-0.0793567967,-0.0600607245,0.4002259450
1509348806.368190050,-3.0049545765,9.1098670959,1.8133034706,-0.0960878907,-0.0673020904,0.4252290824
1509348806.468255997,-3.0535838604,9.2382898331,1.7820450068,-0.1128644371,-0.0646426465,0.4333706059
1509348806.568546057,-3.1181776524,9.3275566101,1.7798150778,-0.0975466060,-0.0642885484,0.4323564986
1509348806.668567896,-3.1588208675,9.3678789139,1.8196825981,-0.0576876633,-0.0720549909,0.4022639715
1509348806.768711090,-3.2126252651,9.5359783173,1.8208054304,-0.0718645054,-0.0758377899,0.3822863623
1509348806.868654966,-3.2719352245,9.6866140366,1.8018288612,-0.1005228479,-0.0699143533,0.3753781397
1509348806.968729019,-3.3327691555,9.8308753967,1.7952696085,-0.1193795361,-0.0647571975,0.3758155855
1509348807.068815947,-3.3480103016,9.9301881790,1.7658206224,-0.1121243114,-0.0590399835,0.3669042576
1509348807.168955088,-3.3805291653,10.0359077454,1.7725607157,-0.0668944427,-0.0483363914,0.3414877287
1509348807.269051075,-3.4406070709,10.2133016586,1.8198415041,-0.0613018178,-0.0525883138,0.3366130103
1509348807.369134903,-3.5372281075,10.3211851120,1.8212206364,-0.0835324410,-0.0646328081,0.3598873116
1509348807.469214916,-3.5482695103,10.4378261566,1.8050848246,-0.0989310605,-0.0691997779,0.3732143399
1509348807.569294930,-3.5865397453,10.5612125397,1.7719630003,-0.1105749966,-0.0663930928,0.3701014448
1509348807.669342041,-3.6558208466,10.6379814148,1.7653985023,-0.0874453595,-0.0708321812,0.3609213807
1509348807.769474983,-3.6885375977,10.7545804977,1.8029874563,-0.0479041185,-0.0840248516,0.3316353187
1509348807.869460106,-3.7492294312,10.9195737839,1.8140283823,-0.0622403110,-0.0817940013,0.3279085118
1509348807.969630957,-3.8129470348,11.0547990799,1.7950407267,-0.0919193695,-0.0608570172,0.3378779329
1509348808.069696903,-3.8306157589,11.1676015854,1.7806791067,-0.1084644128,-0.0450734184,0.3457824791
1509348808.169831038,-3.8490579128,11.2478294373,1.7440383434,-0.1005139197,-0.0371437287,0.3324199527
1509348808.269869089,-3.8636023998,11.4518671036,1.7448607683,-0.0583906821,-0.0325442520,0.3179607812
1509348808.369905949,-3.9606940746,11.5524330139,1.8093075752,-0.0523858191,-0.0334178106,0.3321170992
1509348808.470072985,-4.0415029526,11.6965599060,1.8159455061,-0.0705029840,-0.0423538508,0.3768039435
1509348808.570144892,-4.0367503166,11.7981166840,1.8025492430,-0.0865524189,-0.0490581376,0.4069612428
1509348808.670216084,-4.0823850632,11.9272546768,1.7579667568,-0.0963921308,-0.0594592652,0.4181787103
1509348808.970469952,-4.2494850159,12.2496910095,1.8092846870,-0.0598477710,-0.0677850549,0.4287155662
1509348809.070605993,-4.3448181152,12.3820371628,1.7937204838,-0.0907574433,-0.0549730704,0.4498383649
1509348809.170593023,-4.3903269768,12.5165033340,1.7641824484,-0.1166072148,-0.0437365413,0.4771514988
1509348809.270781994,-4.3869934082,12.6085815430,1.7120243311,-0.1047718128,-0.0293643689,0.4817697806
1509348809.370794058,-4.4195213318,12.7449989319,1.7507151365,-0.0749017140,-0.0096063345,0.4774249054
1509348809.470890045,-4.5477581024,12.8812398911,1.8002738953,-0.0889562762,-0.0092700492,0.4901627170
1509348809.571003914,-4.6079263687,12.9815826416,1.7986818552,-0.1111445582,-0.0171756489,0.5266487527
1509348809.671109915,-4.6205725670,13.0925893784,1.7725245953,-0.1257497854,-0.0178766007,0.5419858638
1509348809.771085024,-4.6880831718,13.2137260437,1.7321588993,-0.1218738463,-0.0211447711,0.5430537832
1509348809.871782064,-4.7760319710,13.2363653183,1.7392151356,-0.0712444218,-0.0410305136,0.5351173828
1509348809.971307993,-4.8346257210,13.4305429459,1.8027193546,-0.0510373838,-0.0541598484,0.5207208951
1509348810.071449041,-4.9260034561,13.5437793732,1.7807819843,-0.0736203465,-0.0522127075,0.5222954939
1509348810.171541929,-4.9817624092,13.6439409256,1.7627624273,-0.0942945448,-0.0331805143,0.5427659755
1509348810.271637917,-5.0185890198,13.7515354156,1.7180687189,-0.1017428155,-0.0204403117,0.5510102650
1509348810.371669054,-5.0581188202,13.8380727768,1.6951336861,-0.0629411763,-0.0137654179,0.5303445402
1509348810.471807003,-5.1152272224,14.0283432007,1.7794915438,-0.0313981280,-0.0181322520,0.5223132818
1509348810.571799040,-5.2520794868,14.1335697174,1.7981569767,-0.0514559695,-0.0387660469,0.5375518433
1509348810.671884060,-5.2916707993,14.2083616257,1.7980928421,-0.0680054943,-0.0510810805,0.5659529315
1509348810.772016048,-5.3440284729,14.3016777039,1.7726168633,-0.0871453406,-0.0555976032,0.5675899301
1509348810.872113943,-5.4328970909,14.4448394775,1.7209013700,-0.0862703265,-0.0682917762,0.5658476912
1509348810.972192049,-5.5275435448,14.4677858353,1.7010111809,-0.0404933043,-0.0885234631,0.5476208543
1509348811.072261095,-5.5925316811,14.6069011688,1.7890242338,-0.0234924400,-0.0984657595,0.5236204137
1509348811.172386885,-5.6602697372,14.7695808411,1.7841088772,-0.0412130425,-0.0968390421,0.5171445415
1509348811.272455931,-5.7254905701,14.8549432755,1.7525600195,-0.0569634821,-0.0801621575,0.5171114410
1509348811.372543097,-5.7859158516,14.9640750885,1.7078042030,-0.0658913166,-0.0636413152,0.5108623024
1509348811.472731113,-5.8347959518,15.0793590546,1.6491174698,-0.0338250087,-0.0393513055,0.4882314223
1509348811.672801018,-5.9710197449,15.3804855347,1.7899748087,-0.0308394609,-0.0103976389,0.4974226737
1509348811.772850037,-6.0239353180,15.4708347321,1.7823281288,-0.0595761570,-0.0201411010,0.5193035928
1509348811.872895956,-6.0917744637,15.5427103043,1.7503184080,-0.0814865345,-0.0212607393,0.5050005420
