timestamp,lidar_pose.x,lidar_pose.y,lidar_pose.z,lidar_pose.roll,lidar_pose.pitch,lidar_pose.yaw
1509348800.062809944,-0.2728831470,1.5789157152,1.8177931309,0.0503697390,-0.0389550728,0.1026260845
1509348800.163016081,-0.3224501312,1.7190953493,1.7472569942,0.0226408866,-0.0426286894,0.1149004256
1509348800.263057947,-0.3924517632,1.8556768894,1.7528779507,-0.0257521253,-0.0452059793,0.1373369603
1509348800.363018036,-0.3630802929,1.9563943148,1.7592549324,-0.0558497687,-0.0425507812,0.1554260103
1509348800.463193893,-0.4065869749,2.0777771473,1.7692289352,-0.0740045685,-0.0361375487,0.1666753018
1509348800.563414097,-0.3766486049,2.1547620296,1.7938822508,-0.0568408918,-0.0169620377,0.1661832066
1509348800.663326979,-0.4205256104,2.3181517124,1.8220528364,-0.0438632779,-0.0107167447,0.1630224081
1509348800.763423920,-0.5032149553,2.4442346096,1.7943451405,-0.0552562103,-0.0105775985,0.1802242609
1509348800.863544941,-0.5085614324,2.5475282669,1.8036090136,-0.0676402669,-0.0016432420,0.2080853922
1509348800.963629007,-0.4945332706,2.6693103313,1.8077813387,-0.0768993860,-0.0009637461,0.2227152067
1509348801.063716888,-0.5839503407,2.8158593178,1.8297150135,-0.0658702834,-0.0143054994,0.2375970402
1509348801.163774014,-0.5863407254,2.8598785400,1.8696374893,-0.0239132593,-0.0292104506,0.2553451368
1509348801.263819933,-0.5809664130,2.9805696011,1.8043892384,-0.0167921706,-0.0309736225,0.2486836207
1509348801.363995075,-0.6146202683,3.1058115959,1.7714613676,-0.0488157029,-0.0268429005,0.2471878988
1509348801.464029074,-0.6815109849,3.2427325249,1.7814061642,-0.0839490966,-0.0257741530,0.2500001232
1509348801.564213991,-0.6797533035,3.3632390499,1.7780394554,-0.1163056361,-0.0372726534,0.2482672669
1509348801.664242029,-0.6762946844,3.4680368900,1.8253294230,-0.1138929129,-0.0462878259,0.2319469636
1509348801.764296055,-0.8279409409,3.6498470306,1.8352169991,-0.0772888244,-0.0373649987,0.2329932949
1509348801.864435911,-0.9303650856,3.7247135639,1.7936550379,-0.0830422290,-0.0286877408,0.2572969921
1509348801.964437962,-0.9072552323,3.8385334015,1.7997941971,-0.1117211414,-0.0258540975,0.3090560998
1509348802.064579010,-0.8565029502,4.0035109520,1.7922954559,-0.1303637230,-0.0209948563,0.3339991410
1509348802.264704943,-0.8947151899,4.1916575432,1.8620572090,-0.1096846856,-0.0333029651,0.3452302780
1509348802.364840031,-0.9992188215,4.3471312523,1.8153239489,-0.1097054232,-0.0439643601,0.3440568485
1509348802.464898109,-1.0705782175,4.4571080208,1.7801671028,-0.1420441544,-0.0415025655,0.3607292561
1509348802.565032959,-1.0653214455,4.5666470528,1.8165872097,-0.1686031985,-0.0370994275,0.3743749289
1509348802.665101051,-1.0633296967,4.6725845337,1.8359812498,-0.1628150060,-0.0460152279,0.3663756331
1509348802.765145063,-1.0881524086,4.7907242775,1.8714469671,-0.1133676621,-0.0539933996,0.3416139971
