frame,path,points,sampled_points,lambda1,lambda2,lambda3,linearity,planarity,scattering,degeneracy_score,range_mean_m,range_p95_m,intensity_mean,intensity_std,intensity_p05,intensity_p95
26,dogfooding_results/lidar_degeneracy_tunnel_geom_2700_200/00000026/cloud.pcd,50787,16929,33.943246461987634,9.112667148406773,3.8717810558071526,0.7315322457852738,0.15440143883905696,0.1140663153756693,0.7315322457852738,5.672920805081069,11.904324799242978,2138.11886900191,1361.9896392162984,195.0,4615.0
27,dogfooding_results/lidar_degeneracy_tunnel_geom_2700_200/00000027/cloud.pcd,50758,16920,34.00554783648779,9.105688442535964,3.8664718087926193,0.7322293266287095,0.15406946710388503,0.11370120626740537,0.7322293266287095,5.667608497524873,11.718709406472918,2142.4804759840813,1363.1396983113689,197.0,4623.0
28,dogfooding_results/lidar_degeneracy_tunnel_geom_2700_200/00000028/cloud.pcd,50758,16920,35.320029083594065,9.109970085467104,3.8693826792766415,0.7420735395232552,0.14837437969791148,0.10955208077883338,0.7420735395232552,5.690090877529312,11.944155380911413,2145.781788092517,1366.3781123862507,197.0,4630.0
29,dogfooding_results/lidar_degeneracy_tunnel_geom_2700_200/00000029/cloud.pcd,50792,16931,34.66734184454181,9.105034627766464,3.864209158049245,0.7373598856065741,0.15117471345852146,0.11146540093490452,0.7373598856065741,5.676465831433627,11.811756286078683,2143.8475744211687,1368.853061999624,190.0,4636.449999999997
30,dogfooding_results/lidar_degeneracy_tunnel_geom_2700_200/00000030/cloud.pcd,50823,16941,34.732792404183826,9.113847258185315,3.8667590533331455,0.7376010787693682,0.15107015133687085,0.11132876989376084,0.7376010787693682,5.679384483545156,11.816615925717079,2144.4689215512662,1367.341146087612,184.0,4633.0
31,dogfooding_results/lidar_degeneracy_tunnel_geom_2700_200/00000031/cloud.pcd,50778,16926,34.282459669201494,9.09724016468961,3.8623346670973335,0.7346386387537315,0.152699238855816,0.11266212239045259,0.7346386387537315,5.666675778501242,11.754031407034514,2146.964138012525,1365.2746405969983,192.0,4632.0
32,dogfooding_results/lidar_degeneracy_tunnel_geom_2700_200/00000032/cloud.pcd,50817,16939,34.9592406350491,9.099568884676517,3.8588099025513976,0.7397091950689124,0.14991054974091425,0.11038025519017336,0.7397091950689124,5.667017022012592,11.742251333973345,2147.375996221737,1366.7628504292259,183.0,4613.199999999997
33,dogfooding_results/lidar_degeneracy_tunnel_geom_2700_200/00000033/cloud.pcd,50817,16939,36.14962065804575,9.103544193325217,3.861570414743927,0.7481704087730431,0.1450077119250377,0.10682187930191918,0.7481704087730431,5.692507553490755,11.791354536412348,2147.6139874451464,1367.0169279360464,186.0,4621.0
34,dogfooding_results/lidar_degeneracy_tunnel_geom_2700_200/00000034/cloud.pcd,50888,16963,36.40955913613238,9.106791472721111,3.862328364366337,0.7498791062349434,0.14404082973776622,0.10608006402729034,0.7498791062349434,5.699600960077928,11.840215646044458,2147.2452444584187,1372.24444216696,180.0,4632.0
35,dogfooding_results/lidar_degeneracy_tunnel_geom_2700_200/00000035/cloud.pcd,50844,16948,35.260564424108686,9.107781210629998,3.8645048298915814,0.7417006403787814,0.14870086359574647,0.10959849602547217,0.7417006403787814,5.6796516384108005,11.733477035913467,2148.6013295570765,1370.3008327142345,181.0,4622.8499999999985
36,dogfooding_results/lidar_degeneracy_tunnel_geom_2700_200/00000036/cloud.pcd,50817,16939,34.58853576938093,9.103010759152903,3.861393247983476,0.7368200024468446,0.15154204694057918,0.11163795061257627,0.7368200024468446,5.667719842572418,11.712933806835995,2149.992463152095,1372.3501610026167,184.0,4632.0
37,dogfooding_results/lidar_degeneracy_tunnel_geom_2700_200/00000037/cloud.pcd,50768,16923,35.170782445697746,9.081343905606149,3.864174824114746,0.7417929521577357,0.1483381579453485,0.10986888989691583,0.7417929521577357,5.668790166467211,11.70681557637038,2152.1430625590924,1370.146989935619,188.0,4628.0
38,dogfooding_results/lidar_degeneracy_tunnel_geom_2700_200/00000038/cloud.pcd,50768,16923,34.65340937832124,9.074344558470203,3.861972844198183,0.7381399198155953,0.150414398114975,0.11144568206942972,0.7381399198155953,5.663294866490906,11.722433885316057,2151.7011700283642,1372.3136592980309,185.0,4626.0
39,dogfooding_results/lidar_degeneracy_tunnel_geom_2700_200/00000039/cloud.pcd,50814,16938,34.375015334936435,9.063770123735198,3.8688874204363772,0.7363268049360433,0.15112379304218357,0.11254940202177313,0.7363268049360433,5.654811344849946,11.70801534808696,2151.6356122328493,1372.282329711716,181.0,4629.3499999999985
40,dogfooding_results/lidar_degeneracy_tunnel_geom_2700_200/00000040/cloud.pcd,50754,16918,34.265885134827684,9.073264073017032,3.857649213860661,0.7352099898392815,0.15221013082353577,0.11257987933718264,0.7352099898392815,5.65132385700088,11.72362956533214,2153.869626039327,1372.411306119771,183.0,4632.3499999999985
41,dogfooding_results/lidar_degeneracy_tunnel_geom_2700_200/00000041/cloud.pcd,50859,16953,34.08961700162221,9.07394281231773,3.8611091112106366,0.733820922309396,0.15291558426306265,0.11326349342754129,0.733820922309396,5.649179214193157,11.646059917944754,2152.0634106057923,1372.8305426469124,178.0,4624.0
42,dogfooding_results/lidar_degeneracy_tunnel_geom_2700_200/00000042/cloud.pcd,50831,16944,34.50719301286015,9.06740163752499,3.857711597205952,0.7372315495454601,0.15097403136724244,0.11179441908729751,0.7372315495454601,5.65176949303843,11.70294083506395,2151.0633865161026,1374.6094334623651,178.0,4624.0
43,dogfooding_results/lidar_degeneracy_tunnel_geom_2700_200/00000043/cloud.pcd,50850,16950,35.03792776482371,9.076812655200518,3.860100947724799,0.7409432225523002,0.14888756385624582,0.11016921359145397,0.7409432225523002,5.661024285747115,11.744119758557218,2149.1293805309733,1375.556641401275,176.0,4623.0
44,dogfooding_results/lidar_degeneracy_tunnel_geom_2700_200/00000044/cloud.pcd,50881,16961,35.62993489828541,9.095949616837324,3.8630414853334325,0.7447104620650026,0.14686830459956043,0.108421233335437,0.7447104620650026,5.67692532813178,11.71653991043267,2143.935005208231,1376.4286619518737,171.0,4622.0
45,dogfooding_results/lidar_degeneracy_tunnel_geom_2700_200/00000045/cloud.pcd,50896,16966,35.5822563059191,9.102180767212289,3.8596484501452695,0.7441932661898638,0.1473355784971659,0.10847115531297034,0.7441932661898638,5.679266833827898,11.724802867101321,2143.029059258095,1377.473577908486,172.0,4612.25
46,dogfooding_results/lidar_degeneracy_tunnel_geom_2700_200/00000046/cloud.pcd,50845,16949,35.42156448158339,9.088618935708453,3.858538245527007,0.7434156545955538,0.14765244750555,0.10893189789889612,0.7434156545955538,5.67127423002268,11.701259358499998,2149.840711967745,1375.3822194433608,180.20000000000027,4622.0
47,dogfooding_results/lidar_degeneracy_tunnel_geom_2700_200/00000047/cloud.pcd,50852,16951,35.109091282183385,9.09227596722679,3.862166819331543,0.7410278752546126,0.14896737445749106,0.11000475028789637,0.7410278752546126,5.667529384448007,11.730547113016778,2149.401203492488,1374.5506890200186,181.0,4629.0
48,dogfooding_results/lidar_degeneracy_tunnel_geom_2700_200/00000048/cloud.pcd,50822,16941,34.87213092768181,9.099325085442427,3.873609873739824,0.7390659864086682,0.1498536244469759,0.1110803891443559,0.7390659864086682,5.665955647196114,11.666926728485377,2147.8810751249457,1374.3999508466288,180.0,4627.0
49,dogfooding_results/lidar_degeneracy_tunnel_geom_2700_200/00000049/cloud.pcd,50785,16929,34.869306363127684,9.113009028124287,3.8750749181118085,0.7386524144408912,0.15021618312291113,0.1111314024361976,0.7386524144408912,5.671784211731923,11.647926029553542,2145.0191395096977,1373.1238411529346,177.0,4624.0
50,dogfooding_results/lidar_degeneracy_tunnel_geom_2700_200/00000050/cloud.pcd,50841,16947,35.16338947190321,9.13018476791141,3.87056299854995,0.7403496959470659,0.14957664344514013,0.11007366060779399,0.7403496959470659,5.6786900187535565,11.67656457138682,2138.2677956767175,1369.6114429827728,176.0,4620.0
51,dogfooding_results/lidar_degeneracy_tunnel_geom_2700_200/00000051/cloud.pcd,50795,16932,35.27041019849402,9.15102137553521,3.873831969658304,0.7405467834358802,0.14962086848942382,0.10983234807469604,0.7405467834358802,5.687361012475325,11.667066793482787,2138.1481838763657,1371.193538607633,178.0,4612.0
52,dogfooding_results/lidar_degeneracy_tunnel_geom_2700_200/00000052/cloud.pcd,50827,16943,35.213752808025134,9.140819500337571,3.8708236336449513,0.7404190473486143,0.14965731983816277,0.10992363281322289,0.7404190473486143,5.683010347616556,11.63130973146779,2138.847010447203,1370.8782275636802,177.0,4614.0
53,dogfooding_results/lidar_degeneracy_tunnel_geom_2700_200/00000053/cloud.pcd,50851,16951,36.089155273739124,9.179662692367273,3.873391984841766,0.7456393029224764,0.14703227790390272,0.10732841917362096,0.7456393029224764,5.702985749710823,11.688990522705803,2132.2542132898075,1370.0917130803243,173.0,4613.0
54,dogfooding_results/lidar_degeneracy_tunnel_geom_2700_200/00000054/cloud.pcd,50823,16941,36.885497313146715,9.19676875070595,3.883533549935026,0.7506670800008967,0.14404672805854193,0.10528619194056138,0.7506670800008967,5.729903090713545,11.751870940445697,2128.2116758160673,1366.0782360394048,174.0,4609.0
55,dogfooding_results/lidar_degeneracy_tunnel_geom_2700_200/00000055/cloud.pcd,50831,16944,36.09271326117867,9.19701515393828,3.878438637624121,0.7451836029232363,0.1473587335434496,0.10745766353331408,0.7451836029232363,5.721135832372203,11.815091322663575,2128.5291652731603,1364.3240776269097,173.0,4607.5
56,dogfooding_results/lidar_degeneracy_tunnel_geom_2700_200/00000056/cloud.pcd,50837,16946,36.683972013798275,9.21728845903455,3.8856501028757973,0.7487379922880879,0.14533972368513737,0.10592228402677475,0.7487379922880879,5.7356814769166915,11.7965271594489,2126.6327674725103,1363.3546889387546,176.0,4614.0
57,dogfooding_results/lidar_degeneracy_tunnel_geom_2700_200/00000057/cloud.pcd,50814,16938,36.22650990399235,9.227486101142913,3.889967692171525,0.7452836023785444,0.1473373621449293,0.10737903547652627,0.7452836023785444,5.730046987155497,11.802022155294674,2122.0451450387686,1360.7253685598894,175.0,4607.3499999999985
58,dogfooding_results/lidar_degeneracy_tunnel_geom_2700_200/00000058/cloud.pcd,50755,16919,36.67792480303635,9.261007970136458,3.89136676303003,0.7475045815740973,0.14639980958415366,0.10609560884174905,0.7475045815740973,5.754865795742762,11.978775315166997,2120.877095852625,1355.1228319428178,180.0,4610.0
59,dogfooding_results/lidar_degeneracy_tunnel_geom_2700_200/00000059/cloud.pcd,50782,16928,36.88667032547236,9.297037537715457,3.9012070422803795,0.7479567156459953,0.14628131104880313,0.1057619733052016,0.7479567156459953,5.77203493198117,12.22315630927052,2112.7900437162775,1351.223805294638,178.0,4591.0
60,dogfooding_results/lidar_degeneracy_tunnel_geom_2700_200/00000060/cloud.pcd,50794,16932,37.32683203786035,9.310075119615652,3.9013158886251875,0.7505795533311664,0.14490271302703633,0.10451773364179713,0.7505795533311664,5.792417729356646,12.427052181567278,2104.9132180966258,1348.6320300044513,170.0,4583.0
61,dogfooding_results/lidar_degeneracy_tunnel_geom_2700_200/00000061/cloud.pcd,50731,16911,36.97482423606829,9.317519741765171,3.911622061454597,0.7480036772513959,0.14620482428249695,0.10579149846610708,0.7480036772513959,5.793311412253501,12.399232651055168,2105.172872602551,1343.584010245184,177.0,4570.0
62,dogfooding_results/lidar_degeneracy_tunnel_geom_2700_200/00000062/cloud.pcd,50787,16929,38.456688908958284,9.332377907078094,3.9192326471176893,0.757327576246322,0.14075952489761645,0.10191289885606154,0.757327576246322,5.828787346135518,12.620989196275838,2099.177407604308,1342.5776205381555,166.30000000000018,4571.0
63,dogfooding_results/lidar_degeneracy_tunnel_geom_2700_200/00000063/cloud.pcd,50811,16937,38.36845867367567,9.354704022310134,3.917955116707891,0.756187651376042,0.14169839220912878,0.10211395641482916,0.756187651376042,5.8293300692880115,12.531962791934133,2097.464859971266,1342.9800791903187,168.0,4567.0
64,dogfooding_results/lidar_degeneracy_tunnel_geom_2700_200/00000064/cloud.pcd,50735,16912,38.38046277923337,9.349951178960875,3.9264241556679855,0.756387742567297,0.141309578638729,0.10230267879397399,0.756387742567297,5.832260824322286,12.707392215752726,2097.500463191091,1340.2829607129802,170.0,4576.0
65,dogfooding_results/lidar_degeneracy_tunnel_geom_2700_200/00000065/cloud.pcd,50715,16905,37.554728725149786,9.367399754814002,3.9317884267187795,0.7505667043058466,0.1447383994669913,0.10469489622716208,0.7505667043058466,5.825656643856016,12.710472327493989,2096.262308981564,1336.8954182845494,177.0,4576.299999999996
66,dogfooding_results/lidar_degeneracy_tunnel_geom_2700_200/00000066/cloud.pcd,50786,16929,38.11709424204933,9.376572387057054,3.937057655861139,0.7540061074038227,0.14270538820861242,0.10328850438756494,0.7540061074038227,5.845808510288711,12.952856544647904,2085.145827590281,1340.9030962068439,164.0,4583.0
67,dogfooding_results/lidar_degeneracy_tunnel_geom_2700_200/00000067/cloud.pcd,50773,16925,38.25665251128926,9.373149136788076,3.94430840241287,0.7549929614458001,0.1419057961951374,0.10310124235906247,0.7549929614458001,5.850044147048355,13.035142600608316,2083.197664112816,1341.660077302906,163.60000000000036,4585.0
68,dogfooding_results/lidar_degeneracy_tunnel_geom_2700_200/00000068/cloud.pcd,50773,16925,38.13893635635591,9.37917887016533,3.945206557590236,0.7540786459661644,0.1424783392437087,0.10344301479012698,0.7540786459661644,5.849031787279112,13.188636971012283,2086.588166939121,1345.3507140388374,159.0,4596.0
69,dogfooding_results/lidar_degeneracy_tunnel_geom_2700_200/00000069/cloud.pcd,50771,16924,38.900442315154955,9.378924458933271,3.9507688443822806,0.7588992849245985,0.13953968879259435,0.10156102628280728,0.7588992849245985,5.858410782474045,13.218051293490856,2086.58226152725,1349.0409819129713,158.5,4605.0
70,dogfooding_results/lidar_degeneracy_tunnel_geom_2700_200/00000070/cloud.pcd,50720,16907,38.368123503365595,9.381264679303655,3.9613245391125784,0.7554932630864591,0.14126153810247322,0.10324519881106765,0.7554932630864591,5.86932625813187,13.416956703338805,2085.192981072555,1349.311092312943,162.0,4600.0
71,dogfooding_results/lidar_degeneracy_tunnel_geom_2700_200/00000071/cloud.pcd,50748,16916,38.88841133880873,9.38742523476425,3.9630018108152556,0.7586061011086853,0.13948688663801714,0.10190701225329753,0.7586061011086853,5.883246084064936,13.438310956317203,2080.6807558918576,1349.0634360866502,159.35000000000036,4597.0
72,dogfooding_results/lidar_degeneracy_tunnel_geom_2700_200/00000072/cloud.pcd,50735,16912,39.66970931727796,9.398426983229422,3.975329910251847,0.7630830387976658,0.13670624681425556,0.10021071438807871,0.7630830387976658,5.901691830464651,13.622511887146258,2081.5073814920665,1353.4427736767923,156.0,4602.299999999996
73,dogfooding_results/lidar_degeneracy_tunnel_geom_2700_200/00000073/cloud.pcd,50730,16910,39.02672271775836,9.385647688679912,3.968614792120734,0.7595071521491311,0.138803171758367,0.10168967609250192,0.7595071521491311,5.87797386640092,13.41977147471474,2085.4879952690717,1354.9053027733437,158.0,4606.0
74,dogfooding_results/lidar_degeneracy_tunnel_geom_2700_200/00000074/cloud.pcd,50711,16904,38.41268642324614,9.381801726672153,3.967059482088257,0.7557629366688975,0.14096234210026679,0.10327472123083582,0.7557629366688975,5.869766305102123,13.472681397894306,2083.32562954783,1355.0350683139307,155.0,4610.0
75,dogfooding_results/lidar_degeneracy_tunnel_geom_2700_200/00000075/cloud.pcd,50755,16919,39.66139522056525,9.410365755584703,3.970341880694252,0.7627323571636422,0.13716168694110104,0.10010595589525677,0.7627323571636422,5.8982108842909104,13.613488320854795,2078.9075756083143,1350.9885451355692,154.0,4603.299999999996
76,dogfooding_results/lidar_degeneracy_tunnel_geom_2700_200/00000076/cloud.pcd,50787,16929,39.80605443180028,9.431601453029854,3.976690056074948,0.7630611325925553,0.13703722900496976,0.09990163840247498,0.7630611325925553,5.903693246940684,13.602973012867867,2077.346309094847,1351.180761918119,152.0,4612.0
77,dogfooding_results/lidar_degeneracy_tunnel_geom_2700_200/00000077/cloud.pcd,50780,16927,39.24782393570963,9.445017104975154,3.971452137847806,0.7593492795818011,0.139461616422184,0.10118910399601493,0.7593492795818011,5.898554994322566,13.555005215593185,2076.3753249310753,1352.6105005510303,150.0,4610.0
78,dogfooding_results/lidar_degeneracy_tunnel_geom_2700_200/00000078/cloud.pcd,50767,16923,40.00720327383934,9.47644511084533,3.9804388228988503,0.7631315279405705,0.1373754183797274,0.09949305367970208,0.7631315279405705,5.916306973591313,13.733061139479537,2075.4274824196823,1351.2565993187397,145.0,4598.699999999997
79,dogfooding_results/lidar_degeneracy_tunnel_geom_2700_200/00000079/cloud.pcd,50741,16914,40.346589870467405,9.478064414847555,3.9914996290362494,0.7650838783332904,0.13598583680618123,0.09893028486052839,0.7650838783332904,5.935600826369844,13.9618198753703,2075.1856486864667,1350.3109212431355,148.0,4606.0
80,dogfooding_results/lidar_degeneracy_tunnel_geom_2700_200/00000080/cloud.pcd,50802,16934,41.188234136986864,9.497323966303703,3.9950190188539745,0.7694165781733491,0.13358924126607996,0.09699418056057091,0.7694165781733491,5.952092932145274,13.985429552052421,2068.660662966025,1350.3694765009345,144.0,4598.0
81,dogfooding_results/lidar_degeneracy_tunnel_geom_2700_200/00000081/cloud.pcd,50791,16931,40.63581053090312,9.50651807316242,3.9949882088073068,0.7660556551238763,0.13563233493678317,0.09831200993934054,0.7660556551238763,5.942344512629776,14.072412904513609,2069.3792994821915,1348.3766440179552,146.0,4579.0
82,dogfooding_results/lidar_degeneracy_tunnel_geom_2700_200/00000082/cloud.pcd,50847,16949,40.64315543791425,9.52270143413474,3.9969139441494943,0.7656997511258337,0.1359586240400635,0.09834162483410294,0.7656997511258337,5.947892178290514,14.11219113151162,2064.522233366767,1348.0309030458482,144.0,4582.0
83,dogfooding_results/lidar_degeneracy_tunnel_geom_2700_200/00000083/cloud.pcd,50747,16916,40.985503931216684,9.548083231625034,4.001768101534972,0.7670375543594885,0.13532382423302844,0.097638621407483,0.7670375543594885,5.955008786315983,13.988737600292406,2070.469269119357,1346.680956153815,147.30000000000018,4583.0
84,dogfooding_results/lidar_degeneracy_tunnel_geom_2700_200/00000084/cloud.pcd,50691,16897,40.50546405051893,9.554008848065918,3.9924574708060176,0.7641303692719077,0.13730373191931491,0.09856589880877735,0.7641303692719077,5.9364662578309995,13.876256507286843,2078.8932749403248,1351.324726786389,151.0,4596.5
85,dogfooding_results/lidar_degeneracy_tunnel_geom_2700_200/00000085/cloud.pcd,50701,16901,40.644644753464576,9.558615205171522,3.9922508834229777,0.7648247324302979,0.13695197375969348,0.09822329381000865,0.7648247324302979,5.940815391171693,13.86119641353568,2075.626713477052,1348.9555872930755,151.0,4584.0
86,dogfooding_results/lidar_degeneracy_tunnel_geom_2700_200/00000086/cloud.pcd,50686,16896,40.350256315145174,9.58020232355828,3.9894910513096127,0.7625739413218443,0.13855454172543225,0.09887151695272345,0.7625739413218443,5.931467656418642,13.867089039309167,2079.1002446434914,1346.0961964009914,153.0,4588.75
87,dogfooding_results/lidar_degeneracy_tunnel_geom_2700_200/00000087/cloud.pcd,50731,16911,41.4453640879817,9.581597633194061,3.9973218273808255,0.7688137661704719,0.1347382494688365,0.09644798436069153,0.7688137661704719,5.954279842660549,13.969365735960208,2073.9780016163686,1351.4598077129601,145.0,4606.0
88,dogfooding_results/lidar_degeneracy_tunnel_geom_2700_200/00000088/cloud.pcd,50673,16891,40.65824532995833,9.59635728361191,3.9961948735046215,0.7639751247075831,0.13773743467431204,0.09828744061810492,0.7639751247075831,5.93943256416704,14.021242260959383,2080.419572553431,1352.965163007693,153.0,4609.399999999994
