frame,path,points,sampled_points,lambda1,lambda2,lambda3,linearity,planarity,scattering,degeneracy_score,range_mean_m,range_p95_m,intensity_mean,intensity_std,intensity_p05,intensity_p95
16,dogfooding_results/lidar_degeneracy_tunnel_stride5/00000016/cloud.pcd,39448,19724,46.639354506956835,16.9615897307408,3.8400863082114274,0.6363245179945454,0.28133973038953913,0.08233575161591551,0.6363245179945454,6.658593841186102,14.808460103113255,1854.393125126749,1507.8629967303823,69.0,4769.6500000000015
17,dogfooding_results/lidar_degeneracy_tunnel_stride5/00000017/cloud.pcd,39500,19750,47.34468554671592,16.958302384838785,3.835908459681162,0.641811912171099,0.2771671999428426,0.08102088788605843,0.641811912171099,6.667804168932309,14.79498632481278,1839.5606329113923,1495.409291822973,70.0,4730.0
18,dogfooding_results/lidar_degeneracy_tunnel_stride5/00000018/cloud.pcd,39546,19773,46.675967319791056,16.933568040277493,3.8394944117508105,0.6372101316238282,0.2805313822167895,0.08225848615938225,0.6372101316238282,6.648541727504019,14.77213131236688,1818.864385778587,1487.700976476937,64.0,4695.75
19,dogfooding_results/lidar_degeneracy_tunnel_stride5/00000019/cloud.pcd,39491,19746,46.45283382609548,16.95147501777425,3.8351806537625768,0.6350820042274463,0.28235724892726405,0.08256074684528965,0.6350820042274463,6.651584226565556,14.777069018584708,1827.4564837557925,1490.6882532862676,69.0,4716.0
20,dogfooding_results/lidar_degeneracy_tunnel_stride5/00000020/cloud.pcd,39444,19722,46.94957249273716,16.963425813196952,3.834511033481731,0.638688386016271,0.27963864381824116,0.08167297016548784,0.638688386016271,6.66489105683223,14.785865111632441,1848.389666362438,1504.686775456186,72.15000000000009,4762.699999999997
21,dogfooding_results/lidar_degeneracy_tunnel_stride5/00000021/cloud.pcd,39450,19725,46.358495518577605,16.966378760090834,3.8362300999858046,0.6340179168823163,0.2832306897199302,0.08275139339775342,0.6340179168823163,6.6509765900542055,14.721226450032058,1841.3693789607098,1499.1255494670509,73.0,4744.0
22,dogfooding_results/lidar_degeneracy_tunnel_stride5/00000022/cloud.pcd,39396,19698,46.62444794187971,16.978824820640547,3.8249428240664036,0.6358385874765592,0.28212413395159724,0.08203727857184355,0.6358385874765592,6.654494756902866,14.718962199512237,1836.687988628287,1491.1619951961143,75.0,4721.25
23,dogfooding_results/lidar_degeneracy_tunnel_stride5/00000023/cloud.pcd,39354,19677,44.40639291888455,17.00779282067589,3.830135776775473,0.6169967497305316,0.29675134992323143,0.08625190034623696,0.6169967497305316,6.623980653962381,14.687384291832593,1828.8695685317884,1478.604019732519,79.0,4708.0
24,dogfooding_results/lidar_degeneracy_tunnel_stride5/00000024/cloud.pcd,39464,19732,43.33047722222178,17.015648930543247,3.835608636973321,0.607305295917284,0.3041748242461225,0.08851987983659343,0.607305295917284,6.607585534544081,14.580780683050707,1826.0486265963916,1461.7827401970333,93.0,4616.8499999999985
25,dogfooding_results/lidar_degeneracy_tunnel_stride5/00000025/cloud.pcd,47377,15793,36.93181096207191,14.921603526178277,3.7181085186200007,0.5959688101538695,0.3033562318150063,0.10067495803112417,0.5959688101538695,5.773992331606136,13.782578181451932,2153.629208265614,1637.2925129285675,162.0,5258.0
26,dogfooding_results/lidar_degeneracy_tunnel_stride5/00000026/cloud.pcd,50859,16953,35.68298405609477,14.296021327512056,3.7287582946939937,0.599360263563208,0.29614291832224554,0.10449681811454639,0.599360263563208,5.621640822375724,13.462132858723459,2123.954187066203,1496.364266807737,160.0,4764.199999999997
27,dogfooding_results/lidar_degeneracy_tunnel_stride5/00000027/cloud.pcd,51498,17166,34.747813818788885,14.407881536645737,3.8377791901022738,0.5853586181915396,0.30419474450009815,0.11044663730836225,0.5853586181915396,5.7083286502532555,13.41417157654246,1943.694609499398,1392.268943468364,116.0,4681.149999999994
28,dogfooding_results/lidar_degeneracy_tunnel_stride5/00000028/cloud.pcd,51834,17278,34.207018148609535,14.509104224243195,3.9273825832613367,0.5758442270176956,0.30934358543064033,0.11481218755166413,0.5758442270176956,5.798271110729517,13.420219364602964,1864.6376123779758,1389.8245610261704,94.0,4871.699999999997
29,dogfooding_results/lidar_degeneracy_tunnel_stride5/00000029/cloud.pcd,51806,17269,33.97603684237899,14.68571207494681,3.9841369402701803,0.5677626515689131,0.3149742032692978,0.11726314516178905,0.5677626515689131,5.872403738820318,13.347234362077067,1852.6255453036329,1423.3076194839223,108.0,5078.0
30,dogfooding_results/lidar_degeneracy_tunnel_stride5/00000030/cloud.pcd,51719,17240,33.024165337091254,14.769303239520106,3.9860088584793014,0.5527728531890588,0.3265273859602893,0.12069976085065187,0.5527728531890588,5.872314837192668,13.095165630979901,1907.6462228581372,1484.4387224447346,120.0,5409.0
31,dogfooding_results/lidar_degeneracy_tunnel_stride5/00000031/cloud.pcd,51829,17277,32.54568983860154,14.673841849763214,3.9722947156570343,0.549131024030132,0.32881611012630535,0.12205286584356266,0.549131024030132,5.833316697991367,12.975794315176977,1950.667020393988,1531.5065683359005,116.0,5647.0
32,dogfooding_results/lidar_degeneracy_tunnel_stride5/00000032/cloud.pcd,52054,17352,31.00594237865333,14.417473769858727,3.907516025176322,0.5350093348627026,0.33896591873686116,0.12602474640043615,0.5350093348627026,5.701479735708634,12.807582667868784,1999.6821954124564,1584.3410189588137,98.0,5852.0
33,dogfooding_results/lidar_degeneracy_tunnel_stride5/00000033/cloud.pcd,52161,17387,30.360513000130197,14.306308689283252,3.8331620262034862,0.5287856733770637,0.3449594762458347,0.1262548503771016,0.5287856733770637,5.654151809610039,12.850355138779044,1996.6256398458618,1558.3641977815907,93.0,5690.0
34,dogfooding_results/lidar_degeneracy_tunnel_stride5/00000034/cloud.pcd,52385,17462,30.95461093098354,14.20226637865131,3.8505976724502946,0.541190602901884,0.3344144343885024,0.12439496270961359,0.541190602901884,5.661433487016634,13.008726038520367,1963.489796697528,1528.3036163220947,75.0,5510.0
35,dogfooding_results/lidar_degeneracy_tunnel_stride5/00000035/cloud.pcd,52147,17383,31.90673112125706,14.239524480865192,3.8876750193310547,0.553714091652013,0.32444092822274345,0.1218449801252435,0.553714091652013,5.7528262877782925,13.089495737267296,1957.4548871459529,1513.405253671662,94.0,5529.699999999997
36,dogfooding_results/lidar_degeneracy_tunnel_stride5/00000036/cloud.pcd,51718,17240,34.09150852826995,14.40878614020322,3.973514703131739,0.5773497048904446,0.3060959132511888,0.11655438185836665,0.5773497048904446,5.951624922005636,13.402457221999997,1888.679473297498,1404.2626494522588,127.0,5104.299999999988
37,dogfooding_results/lidar_degeneracy_tunnel_stride5/00000037/cloud.pcd,51515,17172,38.36805451345686,14.389256307555598,4.052602497420875,0.6249677892187929,0.26940781702938155,0.10562439375182556,0.6249677892187929,6.164508472988179,14.061776173391745,1834.6433271862563,1297.194494067887,131.0,4158.0
38,dogfooding_results/lidar_degeneracy_tunnel_stride5/00000038/cloud.pcd,51466,17156,39.8020251201154,14.13793816411928,4.110149318276324,0.6447934967767719,0.25194167421333163,0.10326482900989654,0.6447934967767719,6.263995631899899,14.576714424376906,1787.674173240586,1193.5904825469415,124.0,3947.5
39,dogfooding_results/lidar_degeneracy_tunnel_stride5/00000039/cloud.pcd,51517,17173,40.419591812483766,13.76520350253997,4.106169709646875,0.6594422930741095,0.23896910779563735,0.10158859913025313,0.6594422930741095,6.268673492616502,14.627450774555633,1826.4612652134247,1198.3726374548492,127.0,4074.0
40,dogfooding_results/lidar_degeneracy_tunnel_stride5/00000040/cloud.pcd,51581,17194,39.703550257129834,13.283096467122869,4.094849838992118,0.6654431056895842,0.23142128521569064,0.10313560909472519,0.6654431056895842,6.20763186703118,14.729779861256127,1822.8451173881856,1208.0261083166415,129.0,4143.0
41,dogfooding_results/lidar_degeneracy_tunnel_stride5/00000041/cloud.pcd,51494,17165,38.554715709854186,12.769699497754166,4.035249507681615,0.6687902047092422,0.22654686539006477,0.10466292990069298,0.6687902047092422,6.087903554762793,14.756461216566144,1897.1898279411193,1286.1253876007647,134.6500000000001,4355.3499999999985
42,dogfooding_results/lidar_degeneracy_tunnel_stride5/00000042/cloud.pcd,51571,17191,38.73298303144721,12.349184615756728,3.94293501572593,0.6811713519268461,0.2170307820909581,0.10179786598219588,0.6811713519268461,6.016664111451464,15.260135601005521,1912.1155106552133,1330.3384107937325,126.0,4484.5
43,dogfooding_results/lidar_degeneracy_tunnel_stride5/00000043/cloud.pcd,51576,17192,38.53434446886159,11.933950559196683,3.87407798314835,0.690303527315999,0.20916075483160915,0.10053571785239197,0.690303527315999,5.943256889320127,15.366292133886617,1972.1040018613307,1372.6103556025055,123.0,4606.0
44,dogfooding_results/lidar_degeneracy_tunnel_stride5/00000044/cloud.pcd,51639,17213,38.5220964362741,11.556344365677765,3.833765573387547,0.700007387064329,0.20047140490044302,0.09952120803522793,0.700007387064329,5.889403013138772,15.280131439088901,1994.1464784368404,1387.790142276256,117.0,4625.0
45,dogfooding_results/lidar_degeneracy_tunnel_stride5/00000045/cloud.pcd,51626,17209,38.66828445651069,11.311062140108534,3.8184745279895393,0.7074847695188077,0.19376571051518285,0.09874951996600956,0.7074847695188077,5.874749528045635,14.86007129906687,2020.3315964823926,1391.2701188796107,119.0,4629.0
46,dogfooding_results/lidar_degeneracy_tunnel_stride5/00000046/cloud.pcd,51651,17217,39.41842012324248,11.152037342244771,3.8398016025256707,0.7170856338894936,0.18550301399338812,0.0974113521171182,0.7170856338894936,5.906271181070697,14.801651352160373,2030.4010570947319,1389.7229845434013,124.0,4611.0
47,dogfooding_results/lidar_degeneracy_tunnel_stride5/00000047/cloud.pcd,51590,17197,38.53153499127693,10.9623920101458,3.8670028210560803,0.7154955801104848,0.18414499164634968,0.10035942824316557,0.7154955801104848,5.883274360686309,13.932609150197555,2051.837604186858,1382.5771886036375,135.45000000000027,4591.0
48,dogfooding_results/lidar_degeneracy_tunnel_stride5/00000048/cloud.pcd,51472,17158,38.357439654547775,10.793915420901984,3.895200062696688,0.7185965612378348,0.17985338490618893,0.1015500538559763,0.7185965612378348,5.883799285990457,13.829280732419948,2070.8877447932855,1385.6838079812921,138.0,4536.449999999997
49,dogfooding_results/lidar_degeneracy_tunnel_stride5/00000049/cloud.pcd,51379,17127,38.93887436958883,10.669612774316422,3.8462809142172274,0.7259907239987049,0.17523187227590226,0.09877740372539284,0.7259907239987049,5.899956471417027,14.289651763114252,2039.2628895073863,1363.1835719480925,140.0,4475.0
50,dogfooding_results/lidar_degeneracy_tunnel_stride5/00000050/cloud.pcd,51315,17105,39.23144476345153,10.438390547779623,3.7844382496736566,0.7339279598108467,0.16960762822339048,0.09646441196576282,0.7339279598108467,5.867013987331653,14.238446463822187,2012.2818863879957,1341.67776149768,138.0,4424.0
51,dogfooding_results/lidar_degeneracy_tunnel_stride5/00000051/cloud.pcd,51342,17114,39.75845668063085,10.261245484819419,3.7744620899002537,0.7419103672145706,0.16315480872473942,0.09493482406068997,0.7419103672145706,5.874805954655494,14.679361866468755,1984.3500642748627,1335.3780870496932,132.0,4356.0
52,dogfooding_results/lidar_degeneracy_tunnel_stride5/00000052/cloud.pcd,51292,17098,40.27604095735025,10.057050741097186,3.76739705690992,0.7502969382778472,0.1561636529977613,0.09353940872439158,0.7502969382778472,5.868456360439653,14.7924801209907,1972.7785229665444,1330.3080098081125,127.0,4336.0
53,dogfooding_results/lidar_degeneracy_tunnel_stride5/00000053/cloud.pcd,51325,17109,40.22581292915289,9.877490005496936,3.766866123520004,0.7544489648253095,0.15190802713519247,0.09364300803949793,0.7544489648253095,5.844463911451545,14.627465606782426,1972.0760058451046,1334.7361056585994,119.20000000000027,4350.0
54,dogfooding_results/lidar_degeneracy_tunnel_stride5/00000054/cloud.pcd,51240,17080,39.7676047759445,9.738726395437347,3.725600207019814,0.755109052951353,0.15120664727725527,0.09368429977139174,0.755109052951353,5.809847898366836,14.548746785807278,1972.9771662763467,1333.4964527607335,125.0,4378.0
55,dogfooding_results/lidar_degeneracy_tunnel_stride5/00000055/cloud.pcd,51230,17077,39.273390307783316,9.601616996532886,3.724778532672364,0.7555185095738982,0.14963919381046747,0.09484229661563434,0.7555185095738982,5.7849461710456955,14.391412218447634,1950.5627561975405,1314.5917657859566,123.0,4340.0
56,dogfooding_results/lidar_degeneracy_tunnel_stride5/00000056/cloud.pcd,51203,17068,40.21788701103785,9.513748206842562,3.719877498379222,0.7634448521815305,0.14406203654789732,0.09249311127057214,0.7634448521815305,5.809396993701354,14.343264769195352,1950.1584672773079,1311.2356043341565,126.0,4348.0
57,dogfooding_results/lidar_degeneracy_tunnel_stride5/00000057/cloud.pcd,51180,17060,39.895139105479196,9.450262528148125,3.7479797105091683,0.7631224570200777,0.14293176927050255,0.09394577370941969,0.7631224570200777,5.81983606007183,14.134971117286119,1966.624697147323,1302.4214366988215,132.0,4365.0
58,dogfooding_results/lidar_degeneracy_tunnel_stride5/00000058/cloud.pcd,51162,17054,39.04739510578961,9.422535216148313,3.7616360644546836,0.7586897873566163,0.14497507801370035,0.09633513462968342,0.7586897873566163,5.806405285895738,13.947336667563897,1973.8931628943355,1284.382455080883,130.05000000000018,4322.0
59,dogfooding_results/lidar_degeneracy_tunnel_stride5/00000059/cloud.pcd,51222,17074,39.954796125395205,9.415867369386092,3.785294822290128,0.7643369937407494,0.14092357096316607,0.09473943529608453,0.7643369937407494,5.841649132511654,13.907337240657036,1976.460602865956,1285.6186792917713,129.0,4343.0
60,dogfooding_results/lidar_degeneracy_tunnel_stride5/00000060/cloud.pcd,51221,17074,40.372417358827235,9.382033405950546,3.7827281658316214,0.7676127906198015,0.1386913543063991,0.09369585507379945,0.7676127906198015,5.8456597241074615,13.884966446531202,1978.6445598484997,1273.656603473293,131.0,4325.0
61,dogfooding_results/lidar_degeneracy_tunnel_stride5/00000061/cloud.pcd,51110,17037,38.42591825383441,9.300297541382042,3.7525994128162115,0.7579681120449479,0.14437385964126548,0.09765802831378663,0.7579681120449479,5.767168670196997,13.175589625982342,1995.3321267853648,1273.491248555591,137.0,4327.0
62,dogfooding_results/lidar_degeneracy_tunnel_stride5/00000062/cloud.pcd,51090,17030,38.78980572185191,9.267839571893214,3.760942879999039,0.7610753805175092,0.1419676275612773,0.09695699192121354,0.7610753805175092,5.778359264289259,13.148572765603394,2001.9156782149148,1266.668510718196,137.0,4322.549999999996
63,dogfooding_results/lidar_degeneracy_tunnel_stride5/00000063/cloud.pcd,51140,17047,38.31712068691377,9.232026442163557,3.7599370827914522,0.759062625879493,0.14281055729850173,0.09812681682200516,0.759062625879493,5.777852738957005,13.213677545655456,1998.7717051231912,1280.5179314076693,135.95000000000027,4344.0
64,dogfooding_results/lidar_degeneracy_tunnel_stride5/00000064/cloud.pcd,51237,17079,38.93024419355961,9.168848994435711,3.7621893280137977,0.7644800544058095,0.13888070261106555,0.09663924298312498,0.7644800544058095,5.775863262020702,13.194366010591782,2004.310146964108,1306.0002803568548,131.0,4386.0
65,dogfooding_results/lidar_degeneracy_tunnel_stride5/00000065/cloud.pcd,51163,17055,37.816944926147585,9.090856854410728,3.719313895734035,0.7596089035704976,0.14204063731659808,0.09835045911290438,0.7596089035704976,5.7067149458922835,13.14013308583322,2030.4484881652756,1330.3556125491225,137.0,4448.0
66,dogfooding_results/lidar_degeneracy_tunnel_stride5/00000066/cloud.pcd,51170,17057,37.04052645898139,8.970964190338334,3.6917245193366988,0.7578067849474881,0.14252604311247724,0.09966717194003459,0.7578067849474881,5.648673495858055,12.923207496984748,2057.9392808286107,1374.3938800464716,142.0,4547.0
67,dogfooding_results/lidar_degeneracy_tunnel_stride5/00000067/cloud.pcd,51211,17071,37.70546242064751,8.882710961687803,3.6722210428416653,0.7644184584559389,0.13818925917728234,0.0973922823667787,0.7644184584559389,5.631474197776382,13.028470547823286,2072.1237429458515,1395.2488191998193,135.0,4558.5
68,dogfooding_results/lidar_degeneracy_tunnel_stride5/00000068/cloud.pcd,51253,17085,37.298622682234935,8.790619015348106,3.653011512035904,0.7643178652938567,0.1377425527768672,0.0979395819292761,0.7643178652938567,5.592793975920836,12.90021593908313,2081.115154234874,1403.162699435233,136.0,4575.0
69,dogfooding_results/lidar_degeneracy_tunnel_stride5/00000069/cloud.pcd,51187,17063,36.044087728129085,8.723939695057583,3.6370044852042493,0.7579647524759143,0.14113091856347496,0.10090432896061073,0.7579647524759143,5.53438207116159,12.367998195618279,2084.849942368179,1401.6135980179745,141.0,4552.0
70,dogfooding_results/lidar_degeneracy_tunnel_stride5/00000070/cloud.pcd,51243,17081,36.50763910381159,8.72127320088693,3.6466061838288866,0.7611110053956794,0.13900288108546086,0.09988611351885972,0.7611110053956794,5.548859935157009,12.325855817295754,2080.278633179166,1403.1810314840313,138.0,4566.0
71,dogfooding_results/lidar_degeneracy_tunnel_stride5/00000071/cloud.pcd,51219,17073,35.65545854065442,8.739192607610077,3.668718443340553,0.7548988860248247,0.14220751525290748,0.10289359872226782,0.7548988860248247,5.538272398053563,12.294204018925303,2076.235986645581,1399.5939212472679,145.0,4545.0
72,dogfooding_results/lidar_degeneracy_tunnel_stride5/00000072/cloud.pcd,51178,17060,35.48170924133175,8.81573740050634,3.6747690796175463,0.7515413549965877,0.14489066143691323,0.10356798356649911,0.7515413549965877,5.554405442230701,12.29257329740206,2072.408652155223,1389.2228564684372,149.0,4556.0
73,dogfooding_results/lidar_degeneracy_tunnel_stride5/00000073/cloud.pcd,51233,17078,35.92212217221519,8.899188951220948,3.6756612292836865,0.7522643871495923,0.145412559338644,0.10232305351176366,0.7522643871495923,5.6056669442225235,12.641633582587728,2048.515019616263,1372.359928290375,140.0,4535.0
74,dogfooding_results/lidar_degeneracy_tunnel_stride5/00000074/cloud.pcd,51262,17088,37.223395111577304,8.937783327251397,3.698800760808098,0.7598880139637895,0.14074435044786818,0.09936763558834237,0.7598880139637895,5.649234750915548,12.772918769515124,2040.0097733213686,1361.0006230120148,140.0,4503.0
75,dogfooding_results/lidar_degeneracy_tunnel_stride5/00000075/cloud.pcd,51205,17069,36.27163416589174,8.948062391616252,3.7108207985982036,0.7533041287665329,0.14438945786299648,0.10230641337047056,0.7533041287665329,5.634123722826271,12.551603133276846,2037.691182501709,1350.6911195144867,140.0,4461.0
76,dogfooding_results/lidar_degeneracy_tunnel_stride5/00000076/cloud.pcd,51153,17051,35.8350929796975,8.941475283362358,3.7194764170388357,0.7504827101068725,0.14572304498503924,0.10379424490808824,0.7504827101068725,5.622258913322839,12.452921888689229,2040.1473422868648,1347.9986594036855,142.0,4462.0
77,dogfooding_results/lidar_degeneracy_tunnel_stride5/00000077/cloud.pcd,51300,17100,36.390923847528434,8.932378465985625,3.717887431802141,0.7545437839552873,0.14329097705876565,0.10216523898594701,0.7545437839552873,5.630781380828291,12.536343819284891,2034.595984405458,1357.8423322560416,133.0,4478.0
78,dogfooding_results/lidar_degeneracy_tunnel_stride5/00000078/cloud.pcd,51236,17079,35.43809709461183,8.90326316860869,3.6990970793550177,0.7487657662645102,0.14685230065710664,0.1043819330783832,0.7487657662645102,5.5996505599572535,12.500143137369477,2036.6485674135374,1363.9802367448287,140.0,4482.0
79,dogfooding_results/lidar_degeneracy_tunnel_stride5/00000079/cloud.pcd,51220,17074,36.294682270891286,8.870224088782038,3.689086216729665,0.7556054073547834,0.1427519831523005,0.10164260949291601,0.7556054073547834,5.6028188221441555,12.706278765649719,2041.3440257711832,1376.6334647783183,142.0,4527.0
80,dogfooding_results/lidar_degeneracy_tunnel_stride5/00000080/cloud.pcd,51193,17065,35.29319869279066,8.792523586572294,3.6714268236889893,0.7508720118256569,0.14510151962874906,0.10402646854559407,0.7508720118256569,5.563597810117586,12.624140875190893,2051.6208856679623,1386.6279217937722,142.0,4535.0
81,dogfooding_results/lidar_degeneracy_tunnel_stride5/00000081/cloud.pcd,51296,17099,35.566314908636095,8.74510184574624,3.671278347790244,0.7541184160290167,0.14265811656309624,0.10322346740788703,0.7541184160290167,5.556943257859291,12.689709600379565,2051.9983039613226,1397.9474870400563,132.0,4554.0
82,dogfooding_results/lidar_degeneracy_tunnel_stride5/00000082/cloud.pcd,51291,17097,35.50268734727541,8.741310506048142,3.672412576818341,0.7537845397295262,0.14277504910114375,0.10344041116933007,0.7537845397295262,5.554852229064792,12.661717811066952,2058.224288861594,1399.4036348208097,137.5,4555.0
83,dogfooding_results/lidar_degeneracy_tunnel_stride5/00000083/cloud.pcd,51259,17087,35.46771658002791,8.725334782775636,3.6768548453389878,0.7539922040628653,0.1423401454684985,0.10366765046863624,0.7539922040628653,5.550275287178797,12.680210913928857,2059.725628670087,1402.0687305147128,137.0,4552.0
84,dogfooding_results/lidar_degeneracy_tunnel_stride5/00000084/cloud.pcd,51245,17082,34.369968000657416,8.693769421438056,3.6672560052245964,0.7470533163932022,0.1462472533031545,0.1066994303036433,0.7470533163932022,5.51774678207932,12.426348822523499,2067.3777734413115,1401.3929208193072,145.0,4564.0
85,dogfooding_results/lidar_degeneracy_tunnel_stride5/00000085/cloud.pcd,51198,17066,34.12987606303617,8.694273358614785,3.6685718982600015,0.7452591582062326,0.14725226224298513,0.10748857955078223,0.7452591582062326,5.508759506477872,12.452234007651963,2077.484140005469,1397.0951065549089,147.0,4552.0
86,dogfooding_results/lidar_degeneracy_tunnel_stride5/00000086/cloud.pcd,51218,17073,34.16863397746721,8.691579043976203,3.6674576229984512,0.7456269674196534,0.14703898974395493,0.10733404283639161,0.7456269674196534,5.517378025323427,12.46856144836534,2083.769182709204,1395.7267827356923,144.85000000000036,4571.149999999994
87,dogfooding_results/lidar_degeneracy_tunnel_stride5/00000087/cloud.pcd,51278,17093,34.50798846394725,8.674580652195889,3.657707391639967,0.7486210863534167,0.14538295287183653,0.10599596077474678,0.7486210863534167,5.511630227227956,12.426745054516156,2083.680935293888,1392.6921053904875,142.0,4568.0
88,dogfooding_results/lidar_degeneracy_tunnel_stride5/00000088/cloud.pcd,51293,17098,35.46658969104575,8.636357663854872,3.645299083412325,0.7564931463924964,0.1407256413407754,0.10278121226672815,0.7564931463924964,5.511813058643499,12.450978739910553,2115.354648782485,1415.3211967965617,139.0,4620.0
89,dogfooding_results/lidar_degeneracy_tunnel_stride5/00000089/cloud.pcd,51247,17083,32.39009959297323,8.584344331394584,3.6483019532395753,0.7349701162000475,0.15239355359147594,0.11263633020847658,0.7349701162000475,5.451853233300776,12.416421878710452,2110.343103010908,1414.052511777119,144.30000000000018,4613.699999999997
90,dogfooding_results/lidar_degeneracy_tunnel_stride5/00000090/cloud.pcd,51235,17079,33.11905097184581,8.57734791782403,3.6333990278404356,0.7410146829051487,0.1492780965911855,0.10970722050366581,0.7410146829051487,5.457918985506771,12.443893396334612,2107.202010344491,1411.8518224932543,144.0,4583.0
